Origin URL,Name,Average_score,Number_of_reviewers,Variety,Aroma,Taste,Finish,Maturation,Volume,Action_price,Contains_colouring,Product description,Distillery,Distillery_status,Distillery_founding_year,Taste_list,Taste_sentence,Alcohol_content_percent,Country,Region
https://www.whisky.de/shop/en/product/Kavalan-Classic.html?&searchorigin=2&preisMaxOverride=385,Kavalan Classic,3.8,50.0,single malt,"Floral and fruity. Tropical fruits, vanilla, coconut, chocolate and a hint of honey.",Spicy and oily with a little mango.,Strong with citrus notes.,,0.7,59.9,False,"The term Kavalan goes back to the indigenous people of Taiwan's Yilan province. The distillery was founded in 2006 and is based near the capital Taipei.
Kavalan's entry-level malt was matured in six different types of casks. The design of the bottles is meant to remind of the skyscraper Taipei 101 in the capital of Taiwan. Until 2007, it was the tallest building in the world.
Distributor
King Car Germany GmbH Blumenstr. 24 40212 Düsseldorf/DE
Designation
Whisky
Country of origin
Taiwan", Kavalan,Open,2005,['Fruit\n Tropical Fruit\n Sweet\n Sherry'],"Fruit
 Tropical Fruit
 Sweet
 Sherry",40.0,Taiwan,
https://www.whisky.de/shop/en/product/Glengoyne-with-glass-12-Years.html?&searchorigin=2&preisMaxOverride=385,Glengoyne with glass 12 Years,3.8,169.0,single malt,"Lemon peel with caramel, apple and a little coconut.","Intense and rich with sherry, fresh citrus notes and vanilla.",Medium length with subtle sherry and oak notes.,,0.7,21.9,False,"Glengoyne has made it its mission to be the 'cosy' Single Malt. The Highland distillery takes its time with both distillation and maturation. This 12-year-old matures in sherry and bourbon casks in the distillery's traditional warehouses with clay floors. They give it more maturity and complexity.
Gift box incl. Glencairn glass with distillery lettering!
Distributor
Ian Macleaod Distillers Ltd European Office Ottenser Hauptstraße 2-6 22765 Hamburg/DE
Designation
Whisky
Country of origin
Scotland", Glengoyne,Open,1833,['Sweet\n Fruit\n Sherry'],"Sweet
 Fruit
 Sherry",43.0,Scotland,Highlands
https://www.whisky.de/shop/en/product/Bruichladdich-The-Laddie-Eight-8-Years.html?&searchorigin=2&preisMaxOverride=385,Bruichladdich The Laddie Eight 8 Years,3.8,31.0,single malt,"Fruity with apple, pear and pineapple. Notes of malt sugar, vanilla and floral notes.","Spicy, sweet and peppery with tropical fruits, vanilla and toffee.","A fresh sea breeze with citrus, vanilla and heather honey.",American and European oak barrels,0.7,108.5,False,"The Laddie Eight is an 8-year-old single malt from the Bruichladdich distillery. Bruichladdich is committed to transparency in whisky production. Due to the high demand for its bottlings, the distillery's warehouses are no longer as well stocked as they once were. Bruichladdich has responded by launching this young 8-year-old single malt on the market.
Distributor
CLS Rèmy Cointreau 21 BD Haussmann 75009 Paris FR
Designation
Whisky
Country of origin
Scotland", Bruichladdich,Open,1881,['Malt\n Sweet\n Fruit'],"Malt
 Sweet
 Fruit",50.0,Scotland,Islay
https://www.whisky.de/shop/en/product/Jura-12-Years.html?&searchorigin=2&preisMaxOverride=385,Jura 12 Years,3.8,24.0,single malt,Chocolate and citrus.,Traces of liquorice and banana.,Mild and smoky.,Bourbon casks and finish in oloroso sherry casks,0.7,31.9,True,"The 12-year-old Jura was also freshly launched for the distillery's new standard range. After maturing in bourbon casks, the Single Malt was finished in sherry casks.
Distributor
Stillman Spirits SL Paseo Castellana 259D 28046 Madrid/ES
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Isle of Jura,Open,1810,['Peat Smoke\n Oak\n Sweet\n Sherry'],"Peat Smoke
 Oak
 Sweet
 Sherry",40.0,Scotland,Islands
https://www.whisky.de/shop/en/product/Nc-nean-Organic-with-gift-box.html?&searchorigin=2&preisMaxOverride=385,Nc'nean Organic with gift box,4.4,27.0,single malt,"Hints of citrus, peach, apricot and a pleasant combination of spices.",Highlands,"Bourbon Casks, STR Red Wine Casks, Oloroso Sherry Casks",,0.7,59.9,False,"The Highland distillery Nc'nean is committed to ecological quality and sustainability. The Nc'nean Organic bottling uses a combination of STR wine casks (55%), bourbon casks (43%) and Oloroso sherry casks (2%). As is customary at Nc'nean, the malt is made purely from organic barley, produced using 100% renewable energy and bottled in recycled glass.
Distributor
Kirsch Whisky Service GmbH Mackenstedter Str. 7 28816 Stuhr/DE
Designation
Whisky
Country of origin
Scotland", Nc'nean,Open,2017,['Fruit\n Spices\n Peach\n Sherry'],"Fruit
 Spices
 Peach
 Sherry",46.0,Scotland,Highlands
https://www.whisky.de/shop/en/product/MacKinlay-s-Shackleton.html?&searchorigin=2&preisMaxOverride=385,MacKinlay's Shackleton,3.7,34.0,blended malt,Slightly smoky and fruity with vanilla.,Intense and soft with honey.,Medium length.,,0.7,27.9,True,"MacKinlay's Shackleton is intended to commemorate the over 100-year-old bottles of the same name that were found during an Antarctic expedition. Samples were taken from two of the old bottles and analysed for Taste. Already a few years ago, two whiskies were bottled under the name Shackleton. In the first bottlings, Glen Mhor was still used as the base note. This time, Richard Paterson married several Highlands malts together.
Distributor
Stillman Spirits SL Paseo Castellana 259D 28046 Madrid/ES
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color",unknown,Closed,,['Sweet\n Honey\n Oil\n Peat Smoke'],"Sweet
 Honey
 Oil
 Peat Smoke",40.0,,
https://www.whisky.de/shop/en/product/Puni-Vina-Marsala-Edition.html?&searchorigin=2&preisMaxOverride=385,Puni Vina Marsala Edition,3.7,36.0,single malt,"Notes of Christmas stollen, creamy walnuts and sweet sultanas.","Intensely fruity like cherry compote with cinnamon, plums and orange peel.",Ex-Bourbon casks and finish in Marsala casks,,0.7,54.9,False,"Puni Vina is a particularly fruity bottling from handpicked oak barrels that were previously filled with first-class Marsala wine. Marsala is a fortified wine traditionally produced on the island of Sicily. It is made from white grape varieties. The use of Marsala barrels gives Vina its dark colour and fine fruit aromas.
Distributor
Puni Distilleria Srl Via Puni 10 39020 Glorenza/IT
Designation
Whisky
Country of origin
Italy", Puni,Open,,['Fruit\n Sweet\n Spices\n Sherry'],"Fruit
 Sweet
 Spices
 Sherry",43.0,Italy,
https://www.whisky.de/shop/en/product/Timorous-Beastie.html?&searchorigin=2&preisMaxOverride=385,Timorous Beastie,3.7,58.0,blended malt,"Sweet at first. Floral notes, barley and spicy honey follow.","Spicy, soft and fruity with sugar and fudge and sultanas.","Again sweet with camphor cough sweets, some oak and muesli. Meringue in the aftertaste.",,0.7,26.9,False,"Timorous Beastie is a Blended Malt from Douglas Laing. It was named after the shy mouse immortalised by the Scottish poet Robert Burns in his poem 'To a Mouse'.
Malts from the Blair Athol, Glen Garioch, Dalmore and Glengoyne distilleries, among others, were used for the Blended Malt.
Also visit our Remarkable Regional Malts brand shop!
Distributor
Douglas Laing EU Avenue Ceramique 223 6227 KX Maastricht /NL
Designation
Whisky
Country of origin
Scotland",unknown,Closed,,['Sweet\n Fruit\n Malt'],"Sweet
 Fruit
 Malt",46.8,,
https://www.whisky.de/shop/en/product/Benriach-The-Original-Ten-10-Years.html?&searchorigin=2&preisMaxOverride=385,Benriach The Original Ten 10 Years,3.8,46.0,single malt,"Rich of fruit, honey and toasted oak.","Ripe pears, nectarines and sweet malt.",Medium length with notes of almonds and spicy vanilla.,"Bourbon and sherry barrels, Virgin Oak barrels",0.7,31.9,False,"The new 10-year-old Benriach matured in three different types of cask: In addition to bourbon and sherry casks, fresh white oak casks were also used to create a multi-layered malt. The design of the bottle and the tube are modelled on the original Benriach from the time before its closure in the 1990s.
Distributor
Brown-Forman Deutschland GmbH, Dammtorwall 7, 20354 Hamburg
Designation
Whisky
Country of origin
Scotland", Benriach,Open,1898,['Sweet\n Fruit\n Oak\n Sherry'],"Sweet
 Fruit
 Oak
 Sherry",43.0,Scotland,Speyside
https://www.whisky.de/shop/en/product/Nikka-Coffey-Grain.html?&searchorigin=2&preisMaxOverride=385,Nikka Coffey Grain,3.6,36.0,grain,"Fresh, floral and fruity. Notes of cherries, exotic fruits, citrus fruits and blood orange. Pastry, coconut and bourbon vanilla are added, followed by accents of mint and musk towards the end.","Juicy and pleasantly fruity with rum notes, bananas and caramel. Complex facets with notes of liquorice and a hint of star anise. The mid palate is more fruity, dominated by pear nectar and creamy, fresh hints.","Pear and bourbon vanilla meet a balanced, light bitterness.",,0.7,49.9,True,"The Nikka Coffey Grain was first released in 2012. It is made in the traditional way from corn and distilled in Coffey stills.
Distributor
La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR
Designation
Whisky
Country of origin
Japan
Colouring
Caramel color", Nikka,Open,1969,['Sweet\n Fruit\n Caramel'],"Sweet
 Fruit
 Caramel",45.0,Japan,
https://www.whisky.de/shop/en/product/Glendalough-Grand-Cru-Burgundy-Cask-Finish.html?&searchorigin=2&preisMaxOverride=385,Glendalough Grand Cru Burgundy Cask Finish,3.6,35.0,single grain,"Soft with vanilla, caramel sweets and honey. Accompanied by multi-layered notes of wine.","Full-bodied with vinous notes, grapes and berries.",Slightly earthy and complex with oak notes.,Limited number of bottles!,0.7,39.9,True,"The history of Glendalough dates back to the year 518, when St Kevin retreated to the Irish wilderness, where he lived for seven long years. According to legend, he stood in the water for 13 days and 13 nights with blackbird eggs in his hands until the chicks hatched. He stayed there for a further 13 days until they fledged. St Kevin is depicted in the pose on the bottles of Glendalough. This single grain whiskey has been matured in a Burgundy cask and is therefore full-bodied and vinous. The cask number supplied may differ from our photo.
Distributor
Glendalough Distillery Unit 9 Newtown Business and Enterprise Centre Co. Wicklow A63 A439/IE
Designation
Whiskey
Country of origin
Ireland
Colouring
Caramel color", Glendalough,Open,2011,['Fruit\n Berries\n Grape\n Sherry'],"Fruit
 Berries
 Grape
 Sherry",42.0,Ireland,
https://www.whisky.de/shop/en/product/Kilbeggan-Black.html?&searchorigin=2&preisMaxOverride=385,Kilbeggan Black,3.7,13.0,blended,"Subtly sweet with ripe apples, pears and peaches. It is followed by creamy caramel with a light smoky note for added spice and depth.",Soft green fruit and malt followed by smoky notes.,"Long lasting, spicy and smoky.",,0.7,20.99,True,"The Irish Kilbeggan Black contains a small amount of smoky malt that has been dried over a glowing peat fire. This gives the usually mild Irish whiskey a more complex character with more depth. A tribute to the old days of Irish whiskey before the 19th century, when peat was still used to dry the barley.
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whiskey
Country of origin
Ireland
Colouring
Caramel color", Kilbeggan,Open,1987,['Malt\n Fruit\n Peat Smoke'],"Malt
 Fruit
 Peat Smoke",40.0,Ireland,
https://www.whisky.de/shop/en/product/Bushmills-American-Oak-Cask-Finish.html?&searchorigin=2&preisMaxOverride=385,Bushmills American Oak Cask Finish,3.6,24.0,blended,Fresh after honey and biscuits with warming-sweet oak notes and vanilla.,"Rich and soft with sweet crème brûlée, caramel apples and vanilla.",Long and gentle after maple syrup and oak.,,0.7,19.99,True,"This Bushmills was first matured in bourbon and sherry casks and then finished in special bourbon casks. Bushmills Master Blender Helen Mulholland maintains good contacts with the Kelvin Cooperage in Kentucky, where the casks were double burnt especially for the Irish distillery to mature an even smoother whiskey. The Single Malt with the special finish was then married with the classic triple-distilled Irish Grain Whiskey to obtain additional dry-spicy aromas.
Distributor
Old Bushmills Distillery Co. Ltd. 2 Distillery Road BT57 8XH Bushmills Antrim /IE
Designation
Whiskey
Country of origin
Ireland
Colouring
Caramel color", Bushmills,Open,1784,['Vanilla\n Sweet\n Caramel'],"Vanilla
 Sweet
 Caramel",40.0,Ireland,
https://www.whisky.de/shop/en/product/Johnnie-Walker-Black-Label-Sherry-Finish-12-Years.html?&searchorigin=2&preisMaxOverride=385,Johnnie Walker Black Label Sherry Finish 12 Years,3.7,50.0,blended,Soft and sweet with fruity notes and spices.,Creamy with cream caramel and sweet honey and vanilla. Some smoke in the background.,Sweet and sherried with figs and plums.,,0.7,35.9,True,"Johnnie Walker Black Label contains only whiskies that have been matured for at least 12 years and come from all regions of Scotland: Clynelish (Highlands) and Cardhu (Speyside) bring fruitiness and spice, Cameronbridge and Glenkinchie (Lowlands) contribute sweet notes, while Caol Ila (Islay) wraps everything in light smoke. The combination with post-maturing in sherry casks makes for a complex and deep taste experience.
Distributor
DBBV Molenwerf 12 1014 BG /NL
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color",unknown,Closed,,['Peat Smoke\n Sherry\n Sweet'],"Peat Smoke
 Sherry
 Sweet",40.0,,
https://www.whisky.de/shop/en/product/West-Cork-Peat-Charred-Cask.html?&searchorigin=2&preisMaxOverride=385,West Cork Peat Charred Cask,3.6,28.0,single malt,"Strong smoke with lemon, lime and orange.","Smoky, slightly acidic and sweet with herbs, clover and citrus notes.",Slightly tart.,,0.7,26.9,False,"The casks for West Cork Peat Charred Cask were burnt out with peat. In the Glengarriff series, the casks used are burnt out with different fuel materials and thus obtain complex aromas. After the burner has been filled with fuel and fired, the cask is placed over it. As soon as it is burnt out, the oxygen supply is cut off and the fuel begins to smoke the inside walls of the barrel.
Distributor
West Cork Distillers Market Street Skibbereen Co. Cork/IE
Designation
Whiskey
Country of origin
Ireland", West Cork,Open,2003,['Zitrus\n Peat Smoke\n Sweet'],"Zitrus
 Peat Smoke
 Sweet",43.0,Ireland,
https://www.whisky.de/shop/en/product/Tyrconnell-Port-Finish-10-Years.html?&searchorigin=2&preisMaxOverride=385,Tyrconnell Port Finish 10 Years,3.7,38.0,single malt,Sweet with port aromas.,Pleasant with spices and fruits.,Gentle with oak and malt.,,0.7,49.9,True,"Tyrconnell Port Finish is an intensely malty and fruity Single Malt Whiskey from the north-east of the Republic of Ireland. The name means 'Land of the O Donnells' in Gaelic. The name Tyrconnell was made famous by the successful racehorse. The focus of the new bottle design is the significantly larger image of the racehorse.
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whiskey
Country of origin
Ireland
Colouring
Caramel color", Tyrconnell,Open,1987,['Fruit\n Sweet\n Malt\n Sherry'],"Fruit
 Sweet
 Malt
 Sherry",46.0,Ireland,
https://www.whisky.de/shop/en/product/Tamnavulin-Spanish-Grenache-Redwine-Finish.html?&searchorigin=2&preisMaxOverride=385,Tamnavulin Spanish Grenache Redwine Finish,3.6,46.0,single malt,Caramelised oranges and marzipan with subtle vanilla notes and accents of custard.,"Red berries with subtle notes of toffee apples, peach and coffee.",Speyside,Batch No.: 001075,0.7,24.9,True,"The second edition of Tamnavulin Spanish Grenache is matured in American white oak barrels and finished in Spanish Grenache red wine barrels. Grenache is one of the most famous grape varieties that stands for excellent red wines. Tamnavulin was built in 1966 in the rural village of Tomnavoulin, Scotland. Almost three decades later, it was closed again. After extensive renovation, the reopening was celebrated in 2007.
Distributor
Stillman Spirits SL Paseo Castellana 259D 28046 Madrid/ES
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Tamnavulin,Open,,['Fruit\n Berries\n Sweet\n Sherry'],"Fruit
 Berries
 Sweet
 Sherry",40.0,Scotland,Speyside
https://www.whisky.de/shop/en/product/West-Cork-Bog-Oak-Charred-Cask.html?&searchorigin=2&preisMaxOverride=385,West Cork Bog Oak Charred Cask,3.7,31.0,single malt,"Slightly spicy with apple, liquorice and hints of peach.",Tart with smoke.,Finished in Virgin oak casks burnt out with bog oak.,,0.7,27.9,False,"The barrels for West Cork Bog Oak were burnt out with the wood of bog oaks. The wood is several hundred years old and is harder and extremely dark due to the preservation in the bog. In the Glengarriff series, the casks used are burnt out with different fuel materials and thus obtain complex aromas. After the burner has been filled with fuel and fired, the cask is placed over it. As soon as it is burnt out, the oxygen supply is cut off and the fuel begins to smoke the inside walls of the barrel.
Distributor
West Cork Distillers Market Street Skibbereen Co. Cork/IE
Designation
Whiskey
Country of origin
Ireland", West Cork,Open,2003,['Oak\n Peat Smoke\n Apple'],"Oak
 Peat Smoke
 Apple",43.0,Ireland,
https://www.whisky.de/shop/en/product/Chivas-Regal-18-Years.html?&searchorigin=2&preisMaxOverride=385,Chivas Regal 18 Years,3.5,69.0,blended,"Rich and fruity with some smoke, butter caramel and dark chocolate.","Full-bodied and sweet with chocolate, floral aromas and delicate smoke.","Long, soft and warm.",,0.7,26.9,True,"The 18-year-old Chivas Regal is created from various Malt and Grain whiskies. Among others, it also contains the in-house Single Malt Strathisla.
Distributor
Pernod Ricard Deutschland GmbH Habsburgerring 2 50674 Köln /DE
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color",unknown,Closed,,['Sweet\n Chocolate\n Fruit'],"Sweet
 Chocolate
 Fruit",40.0,,
https://www.whisky.de/shop/en/product/Glen-Moray-Peated.html?&searchorigin=2&preisMaxOverride=385,Glen Moray Peated,3.6,71.0,single malt,"Smoky with vanilla, rhubarb and some leather.",Vanilla again with spicy and smoky notes.,Long and sweet with spices.,,0.7,20.9,True,"Glen Moray Peated is the first smoky whisky from the distillery. The Highlands distillery Glen Moray only offered non-smoky whisky until it came onto the market in 2015.
Distributor
Glen Moray Customer Service Société des Vins et Spiritueux LM 94220 Charenton /FR
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Glen Moray,Open,1897,['Peat Smoke\n Sweet\n Vanilla'],"Peat Smoke
 Sweet
 Vanilla",40.0,Scotland,Speyside
https://www.whisky.de/shop/en/product/Strathmill-12-Years.html?&searchorigin=2&preisMaxOverride=385,Strathmill 12 Years,3.6,40.0,single malt,Full and heavy.,"Pleasant and spicy with sherry, malt and caramel.",Long and aromatic.,Flora & Fauna Serie,0.7,49.9,True,"This Strathmill belongs to Diageo's Flora & Fauna series. Under the label, the owner fills selected casks from a few distilleries, each individually as a Single Malt. The Flora & Fauna series is a true enrichment of the whisky scene and is regarded by collectors as an original bottling if there are no other original bottlings.
Distributor
Strathmill Distillery Keith Banffshire AB55 5DQ/GB
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Strathmill,Open,1891,['Malt\n Sweet\n Spices'],"Malt
 Sweet
 Spices",43.0,Scotland,Speyside
https://www.whisky.de/shop/en/product/Writers-Tears-Double-Oak.html?&searchorigin=2&preisMaxOverride=385,Writers Tears Double Oak,3.5,31.0,blended,"Sweet with vanilla, cinnamon, plum and pear compote.",Fresh with grapes and citrus peel.,Persistent and spicy with chocolate.,,0.7,39.9,False,"Writers Tears consists of triple distilled Single Malt and Pot Still whiskey. The Double Oak was created from a combination of two barrel types. In addition to American Bourbon oak barrels from Kentucky, French Cognac oak barrels from the Allary Cooperage were also used. This bottling complements the core range of Writers Tears alongside Copper Pot and Cask Strength.
Distributor
Walsh Whiskey Distillery Ltd. Deerpark Business Park Dublin Rd Co. Carlow/IE
Designation
Whiskey
Country of origin
Ireland", Midleton,Open,,['Fruit\n Sweet\n Grape\n Sherry'],"Fruit
 Sweet
 Grape
 Sherry",46.0,Ireland,
https://www.whisky.de/shop/en/product/Bain-s-Cape-Mountain.html?&searchorigin=2&preisMaxOverride=385,Bain's Cape Mountain,3.3,69.0,single grain,"Sweet and slightly floral with banana, honey, toffee and roasted hazelnuts.",Balanced with cocoa butter and vanilla. Spicy accents and oak flavours.,"Long, warming and soft with coconut, cream and spices.",,0.7,26.9,True,"Bain's Cape Mountain is South Africa's first Single Grain. It is named after the builder of the pass road at the foot of which the distillery is located.
After three years of ageing in first fill bourbon casks, the Grain was transferred to new first fill bourbon casks to mature for a further 18-30 months.
Distributor
Diversa Spezialitäten Hubert-Underberg-Allee 1 47495 Rheinberg/DE
Designation
Whisky
Country of origin
South Africa
Colouring
Caramel color", James Sedgwick,Open,,['Sweet\n Fruit\n Vanilla'],"Sweet
 Fruit
 Vanilla",40.0,South Africa,
https://www.whisky.de/shop/en/product/J-P-Wiser-s-Triple-Barrel-10-Years.html?&searchorigin=2&preisMaxOverride=385,J.P. Wiser's Triple Barrel 10 Years,3.5,40.0,blended,"Strong and at the same time soft with toffee, fruit bread and apple. Floral notes.","Soft, slightly nutty and peppery. Vanilla, caramel and peppermint.",Gentle and long-lasting with rye and a light spiciness.,,0.7,43.9,True,"The 10-year Blend from J.P. Wiser's is a modern interpretation of original Canadian whisky, which used to have a very high rye content. This bottling also consists of a lot of rye as well as small parts of barley and corn and matures in three different types of barrels. In addition to fresh oak and bourbon barrels, barrels that previously contained Canadian whisky were also used. The result is a complex whisky reminiscent of the times before American Prohibition.
Distributor
Borco-Marken-Import Matthiesen GmbH & Co. KG Winsbergring 12-22 . 22525 Hamburg /DE
Designation
Whisky
Country of origin
Canada
Colouring
Caramel color", Hiram Walker,Open,1858,['Sweet\n Caramel\n Vanilla'],"Sweet
 Caramel
 Vanilla",40.0,Canada,
https://www.whisky.de/shop/en/product/Suntory-The-Chita.html?&searchorigin=2&preisMaxOverride=385,Suntory The Chita,3.2,41.0,single grain,"Crème brûlée, honey and cardamom with rose petals.",Mild and soft with honey and mint.,"Pure, fresh and slightly bittersweet with oak.",,0.7,49.9,False,"Suntory Chita is the grain whisky used for many of Suntory's malt and grain whisky blended bottlings. Three different types of grain are produced at the Chita distillery, which are then matured in different types of cask.
Grains from white oak barrels, Spanish oak barrels and wine barrels make up the first Japanese single grain.
Distributor
Beam Suntory Distribution S.L. C/Mahonia N.2 28042 Madrid /ES
Designation
Whisky
Country of origin
Japan", Suntory,Open,1923,['Sweet\n Honey\n Nuts'],"Sweet
 Honey
 Nuts",43.0,Japan,
https://www.whisky.de/shop/en/product/Wolfburn-Oloroso-Sherry-Casks-10Y-2024.html?&searchorigin=2&preisMaxOverride=385,Wolfburn Oloroso Sherry Casks 10 Years 2024,4.0,82.0,single malt,Gentle sherry sweetness merges with figs and sultanas. In the background accents of vanilla and oak.,"Strong notes of chocolate and dark fruits, followed by facets of caramel and vanilla, followed by gentle hints of nutmeg and oak smoke.","Long lasting and silky, with tannins and a pleasant sweetness with dried fruits and caramel.",Second Fill Oloroso Sherry Butts,0.7,57.9,False,"This 10-year-old Wolfburn whisky marks a significant milestone in the distillery's history: it is the first ever age statement from the Scottish Highland distillery and it comes just in time for the distillery's 10th anniversary. The Single Malt matures for a full decade in hand-selected second-fill Oloroso sherry casks, which give it its sweet and luscious flavour components.
Distributor
Alba Import oHG Alte Dorfstraße 33 21640 Nottensdorf /DE
Designation
Whisky
Country of origin
Scotland", Wolfburn,Open,2013,['Sweet\n Sherry\n Oak'],"Sweet
 Sherry
 Oak",46.0,Scotland,Highlands
https://www.whisky.de/shop/en/product/Jameson-Caskmates-IPA.html?&searchorigin=2&preisMaxOverride=385,Jameson Caskmates IPA,3.3,18.0,blended,"Floral and slightly nutty with hops, grapefruit and garden fruits.","Sweet and spicy with herbs, hops and citrus accents.","Long, fresh and fruity with a soft finish.",,1.0,26.9,True,"For Caskmates IPA, Jameson matures its whiskey in barrels that were previously filled with craft beer. In addition to a stout edition, there is now also the Caskmates IPA. India Pale Ale is a particularly hop-heavy, fruity and strong craft beer that originated around 200 years ago in Great Britain.
Distributor
Midleton Distillery – Distillery Walk Midleton Cork/IE
Designation
Whiskey
Country of origin
Ireland
Colouring
Caramel color", Midleton,Open,,['Sweet\n Herbs\n Heather'],"Sweet
 Herbs
 Heather",40.0,Ireland,
https://www.whisky.de/shop/en/product/Stork-Club-Straight-Rye.html?&searchorigin=2&preisMaxOverride=385,Stork Club Straight Rye,3.2,43.0,straight rye,"Caramel and spices, plus dark chocolate and a hint of espresso. Typical rye pepper notes.",American and German oak barrels,,,0.7,30.9,False,"The Stork Club Distillery is located 60km south of Berlin. It is the first rye whisky distillery in Germany and produces whiskies from German rye. The Straight Rye matures in toasted American white oak and German Napoleon oak barrels specially made for the distillery.
Limited bottling!
Distributor
Spreewood Distillers GmbH Dorfstr. 56 15910 Schlepzig/DE
Designation
Whiskey
Country of origin
Germany", Stork Club,Open,2017,['Spices\n Sweet\n Caramel'],"Spices
 Sweet
 Caramel",45.0,Germany,
https://www.whisky.de/shop/en/product/Loch-Lomond-Original.html?&searchorigin=2&preisMaxOverride=385,Loch Lomond Original,2.9,63.0,single malt,"Dark leather and oak, sweet and malty notes in the background.","Creamy with strong grain, nut and citrus.","Sweet, full and slightly syrupy with lemon.",,0.7,22.9,True,"The Loch Lomond distillery was founded in 1814. Only water from the Loch Lomond lake of the same name is used for its whisky. The Original bottling is the distillery's entry-level malt.
Distributor
Loch Lomond Group (Europe) D01 AH36/IE
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Loch Lomond,Open,1964,['Malt\n Sweet\n Zitrus'],"Malt
 Sweet
 Zitrus",40.0,Scotland,Highlands
https://www.whisky.de/shop/en/product/The-Pogues-Triple-Distilled.html?&searchorigin=2&preisMaxOverride=385,The Pogues Triple Distilled,2.9,17.0,blended,Malty and nutty.,Roasted malt and nuts with a hint of campfire.,Gentle.,,0.7,22.9,True,"The Pogues is an Irish folk-punk band formed over 30 years ago. Their music inspired John O'Connel, the owner of West Cork, to create this Blend. The whiskey consists of 50% Grain and 50% Malt.
Distributor
West Cork Distillers Market Street Skibbereen Co. Cork/IE
Designation
Whiskey
Country of origin
Ireland
Colouring
Caramel color", West Cork,Open,2003,['Malt\n Nuts\n Sweet'],"Malt
 Nuts
 Sweet",40.0,Ireland,
https://www.whisky.de/shop/en/product/Bunnahabhain-Cask-Strength-12Y-2023.html?&searchorigin=2&preisMaxOverride=385,Bunnahabhain Cask Strength 12 Years 2023,4.5,106.0,single malt,"Floral and nutty with notes of marzipan, hazelnut, almond cream and sour cherries.","Roasted nuts and spices with cinnamon and cloves, with notes of caramel, toffee sultanas and a hint of coffee.","Lingering notes of cloves, hazelnut and cocoa.",,0.7,98.9,False,"Bunnahabhain Cask Strength is a 12-year-old Single Malt from the Islay distillery. Bunnahabhain's Master Distiller Brendan McCarron was inspired to create this annual bottling by visitors to the distillery who taste the Single Malt directly from the cask. He wanted to make this experience possible for all Bunnahabhain fans and created this limited bottling. The Single Malt does not require chill-filtering and is bottled at 60.1% vol. Cask strength in the bottles.
Distributor
Diversa Spezialitäten Hubert-Underberg-Allee 1 47495 Rheinberg/DE
Designation
Whisky
Country of origin
Scotland", Bunnahabhain,Open,1881,['Sherry\n Sweet\n Nuts'],"Sherry
 Sweet
 Nuts",60.1,Scotland,Islay
https://www.whisky.de/shop/en/product/Tullamore-D-E-W-Special-Reserve-12-Years.html?&searchorigin=2&preisMaxOverride=385,Tullamore D.E.W. Special Reserve 12 Years,3.1,20.0,blended,Spices combine with red wine notes. Nuts and a hint of citrus fruits follow.,Full and spicy with citrus oil and sherry aromas as well as cinnamon and vanilla.,"Long and rich with citrus, sherry and marzipan.",,0.7,34.9,True,"Tullamore D.E.W. Special Reserve is a blend of the three types of Irish whiskey: Pot Still, Malt and Grain Whiskey. The whiskey is matured in ex-Bourbon and Oloroso sherry casks, giving it a wonderfully complex flavour.
Distributor
Tullamore DEW Company Ltd. Bury Quay Tullamore Offaly/IE
Designation
Whiskey
Country of origin
Ireland
Colouring
Caramel color", Tullamore,Open,1829,['Spices\n Zitrus\n Cinnamon\n Sherry'],"Spices
 Zitrus
 Cinnamon
 Sherry",40.0,Ireland,
https://www.whisky.de/shop/en/product/Glenfiddich-Rum-Finish-21-Years.html?&searchorigin=2&preisMaxOverride=385,Glenfiddich Rum Finish 21 Years,4.4,29.0,single malt,Sweet and fruity with caramel.,"Gentle at first, then spicy. Leather, oak, lime and ginger.","Long, warm, dry and spicy.",Oak barrels and finish in rum casks,0.7,82.9,True,"Scottish tradition meets Caribbean joie de vivre in this Glenfiddich. This Glenfiddich, post-matured in rum casks, shows a beautiful combination of whisky and rum. 21-year-old malts matured in oak casks are stored again for about four months in casks that previously held rum.
Distributor
William Grant & Sons Global Brands Ltd Ballard & Clonminch Tullamore Co. Offaly R35 E027/IE
Designation
Whisky
Country of origin
Scotland
Colouring
Caramel color", Glenfiddich,Open,1886,['Oak\n Sweet\n Spices\n Sherry'],"Oak
 Sweet
 Spices
 Sherry",40.0,Scotland,Speyside
